Position,Date,Team,Inning,Batter,Batter_hand,Bounds,Start_area,Catch_area,Catch_pos,Backhand,Throw_area,Throw_to,Throw_time,Throw_direction,Throw_pos,Catch_success,Throw_success,Situation,Note_1,Note_2
유격수,2023.5.20,삼성,1,김지찬,좌,2,유격수정면,유격수정면,무릎,No,유격수정면,1루,1.11,정면,무릎,성공,성공,땅볼,,
유격수,2023.5.20,삼성,1,피렐라,우,1,3유간흙,3유간흙,발목,No,유격수정면,1루,1.53,왼쪽,머리위,성공,성공,땅볼,터닝스로,
유격수,2023.5.20,삼성,3,김상민,좌,20,유격수정면,2루베이스뒤,발목,No,2루베이스뒤,1루,0.55,정면,가슴,성공,성공,땅볼,러닝스로,
유격수,2023.5.20,삼성,3,김현준,좌,2,유격수정면,2루베이스앞,허리,No,2루베이스앞,2루,0.36,정면,가슴,성공,성공,땅볼,,
유격수,2023.5.20,삼성,6,구자욱,좌,2,3유간흙,3루베이스뒤,발목,Yes,3루베이스뒤,1루,0.62,왼쪽,무릎,성공,성공,내야안타,러닝스로,
유격수,2023.5.21,삼성,6,김현준,좌,0,유격수정면,외야,얼굴,No,,,,,,성공,,직선타,,
유격수,2023.5.21,삼성,4,김태군,우,0,3유간흙,2루베이스뒤,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.5.21,삼성,2,강민호,우,3,3유간흙,유격수정면,발목,No,2루베이스뒤,1루,1.51,정면,허리,성공,성공,땅볼,,
유격수,2023.5.21,삼성,5,강민호,우,2,유격수정면,유격수정면,발목,No,유격수정면,1루,1.27,오른쪽,가슴,성공,성공,땅볼,,
유격수,2023.5.21,삼성,7,피렐라,우,2,3유간흙,3유간흙,허리,No,3유간흙,1루,1.49,정면,가슴,성공,성공,땅볼,,
유격수,2023.5.21,삼성,8,이재현,우,2,3유간흙,3유간흙,발목,No,3유간흙,1루,0.85,오른쪽,가슴,성공,성공,땅볼,,
유격수,2023.5.21,삼성,9,김태군,우,1,3유간흙,3유간흙,가슴,Yes,3유간흙,1루,1.34,오른쪽,가슴,성공,성공,땅볼,,
유격수,2023.5.21,삼성,11,김태군,우,2,유격수정면,유격수정면,허리,No,유격수정면,1루,0.69,정면,가슴,성공,성공,땅볼,,
유격수,2023.5.21,삼성,3,,,0,유격수정면,2루베이스앞,얼굴,No,,,,,,성공,,도루허용,,
유격수,2023.5.23,롯데,2,노진혁,좌,0,2루정면,2루베이스앞,가슴,No,2루베이스앞,1루,0.6,정면,발목,성공,성공,병살타,시프트,
유격수,2023.5.23,롯데,4,유강남,우,0,3유간흙,유격수정면,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.5.23,롯데,3,안권수,좌,7,유격수정면,3유간흙,발목,No,3유간흙,1루,0.74,오른쪽,발목,성공,성공,땅볼,,
유격수,2023.5.23,롯데,7,정보근,우,3,유격수정면,유격수정면,발목,No,유격수정면,1루,1.62,왼쪽,얼굴,성공,성공,땅볼,,
유격수,2023.5.23,롯데,8,윤동희,우,8,유격수정면,3유간흙,발목,Yes,3유간흙,1루,0.76,정면,허리,성공,성공,땅볼,,
유격수,2023.5.23,롯데,7,,,0,유격수정면,2루베이스앞,무릎,No,,,,,,성공,,도루저지,,
유격수,2023.5.23,롯데,8,,,0,유격수정면,2루베이스앞,발목,No,,,,,,성공,,도루저지,,
유격수,2023.5.24,롯데,1,김민석,좌,3,유격수정면,유격수정면,발목,No,유격수정면,1루,1.39,정면,무릎,성공,성공,땅볼,,
유격수,2023.5.24,롯데,5,한동희,우,6,유격수정면,외야,발목,Yes,외야,1루,0.85,정면,무릎,성공,성공,땅볼,숏바운드처리,
유격수,2023.5.24,롯데,5,안치홍,우,2,유격수정면,유격수정면,가슴,No,유격수정면,1루,1.13,정면,가슴,성공,성공,땅볼,,
유격수,2023.5.24,롯데,7,안치홍,우,2,유격수정면,3유간흙,얼굴,No,3유간흙,1루,1.03,왼쪽,허리,성공,성공,땅볼,,
유격수,2023.5.24,롯데,1,윤동희,우,2,유격수정면,3유간흙,무릎,No,,,,,,실패,,내야안타,숏바운드처리미스,
유격수,2023.5.25,롯데,5,정보근,우,0,유격수정면,2루수정면,무릎,No,12간흙,홈,0.5,왼쪽,머리위,실패,실패,포구실책,송구미스추가,
유격수,2023.5.25,롯데,1,안권수,좌,0,유격수정면,유격수정면,얼굴,No,유격수정면,2루,0.55,왼쪽,가슴,성공,성공,중계,외야중계플레이,
유격수,2023.5.25,롯데,4,안치홍,우,5,유격수정면,유격수정면,발목,No,유격수정면,1루,1.24,정면,얼굴,성공,성공,땅볼,,
유격수,2023.5.25,롯데,4,한동희,우,4,유격수정면,3유간흙,발목,No,3유간흙,1루,1.29,정면,얼굴,성공,성공,땅볼,숏바운드처리,
유격수,2023.5.25,롯데,3,안치홍,우,3,유격수정면,외야,발목,No,외야,1루,1.65,왼쪽,무릎,성공,실패,내야안타,다이빙캐치,
유격수,2023.5.26,한화,7,이원석(한),우,1,유격수정면,유격수정면,발목,No,3유간흙,2루,0.44,정면,가슴,성공,성공,병살타,언더토스,
유격수,2023.5.26,한화,2,이도윤,좌,4,유격수정면,유격수정면,발목,No,유격수정면,2루,0.36,정면,가슴,성공,성공,땅볼,언더토스,
유격수,2023.5.26,한화,3,이원석(한),우,3,유격수정면,유격수정면,발목,No,유격수정면,1루,1.08,정면,얼굴,성공,성공,땅볼,숏바운드처리,
유격수,2023.5.26,한화,4,이원석(한),우,0,유격수정면,2루베이스앞,얼굴,No,,,,,,성공,,땅볼,,
유격수,2023.5.26,한화,5,채은성,우,5,유격수정면,3유간흙,발목,No,3유간흙,2루,0.8,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.5.27,한화,3,이진영,우,3,유격수정면,3유간흙,발목,No,3유간흙,1루,1.18,오른쪽,머리위,성공,실패,송구실책,높은송구,
유격수,2023.5.27,한화,5,이진영,우,0,3유간흙,3루베이스앞,허리,Yes,3루베이스앞,1루,0.5,오른쪽,발목,성공,실패,송구실책,먼송구,
유격수,2023.5.27,한화,1,문현빈,좌,0,유격수정면,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.5.27,한화,6,장진혁,좌,0,유격수정면,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.5.27,한화,2,김인환,좌,2,2루수정면,2루수정면,발목,No,2루수정면,1루,1.06,정면,허리,성공,성공,땅볼,,
유격수,2023.5.27,한화,7,이진영,우,4,유격수정면,3유간흙,발목,No,3유간흙,1루,0.83,정면,허리,성공,성공,땅볼,,
유격수,2023.5.27,한화,9,문현빈,좌,2,유격수정면,2루베이스뒤,발목,No,2루베이스뒤,1루,1.04,정면,허리,성공,성공,땅볼,,
유격수,2023.5.30,두산,3,김재호,우,3,유격수정면,3유간흙,발목,No,3유간흙,1루,1.14,정면,얼굴,성공,성공,땅볼,,
유격수,2023.5.30,두산,6,이유찬,우,4,유격수정면,2루베이스뒤,발목,No,2루베이스뒤,1루,0.87,정면,허리,성공,성공,땅볼,숏바운드처리,
유격수,2023.5.30,두산,7,허경민,우,2,유격수정면,3유간흙,발목,No,3유간흙,1루,1.35,정면,무릎,성공,성공,땅볼,숏바운드처리,
유격수,2023.5.30,두산,9,양의지,우,5,유격수정면,3유간흙,발목,No,유격수정면,1루,1.16,정면,무릎,성공,성공,땅볼,,
유격수,2023.5.31,두산,3,정수빈,좌,2,유격수정면,3유간흙,가슴,No,3유간흙,1루,0.53,왼쪽,머리위,성공,실패,송구실책,높은송구,
유격수,2023.5.31,두산,3,김재환,좌,2,유격수정면,유격수정면,발목,No,유격수정면,2루,0.36,정면,가슴,성공,성공,병살타,,
유격수,2023.5.31,두산,3,양석환,우,1,3유간흙,유격수정면,허리,No,유격수정면,1루,1.23,정면,무릎,성공,성공,땅볼,시프트,
유격수,2023.6.2,LG,3,박해민,좌,0,유격수정면,유격수정면,얼굴,No,,,,,,성공,,직선타,,
유격수,2023.6.2,LG,7,오지환,좌,1,유격수정면,2루베이스앞,가슴,No,,,,,,성공,,주루사,,
유격수,2023.6.2,LG,8,김현수,좌,2,유격수정면,2루베이스뒤,발목,No,2루베이스앞,1루,1.14,정면,가슴,성공,성공,병살타,숏바운드처리,
유격수,2023.6.2,LG,5,김민성,우,4,유격수정면,3유간흙,발목,No,3유간흙,1루,0.87,정면,허리,성공,성공,땅볼,,
유격수,2023.6.2,LG,5,김기연,우,20,유격수정면,유격수정면,발목,No,3유간잔디,1루,0.52,왼쪽,얼굴,성공,성공,땅볼,러닝스로,맨손캐치
유격수,2023.6.2,LG,6,박해민,좌,2,유격수정면,유격수정면,발목,No,유격수정면,1루,1.14,정면,가슴,성공,성공,땅볼,,
유격수,2023.6.2,LG,7,김민성,우,1,3유간흙,3유간흙,허리,Yes,3유간흙,홈,0.55,왼쪽,발목,성공,성공,땅볼,홈쇄도저지,
유격수,2023.6.3,LG,5,김현수,좌,0,유격수정면,3루베이스뒤,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.6.3,LG,7,김현수,좌,0,유격수정면,외야파울지역,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.6.3,LG,6,김범석,우,3,유격수정면,3유간흙,발목,No,3유간흙,2루,0.57,정면,가슴,성공,성공,땅볼,,
유격수,2023.6.4,LG,1,박해민,좌,0,유격수정면,유격수정면,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.6.6,삼성,4,김호재,우,2,유격수정면,유격수정면,허리,No,2루베이스뒤,1루,1.02,오른쪽,가슴,성공,성공,땅볼,,
유격수,2023.6.6,삼성,5,김지찬,좌,2,유격수정면,2루베이스뒤,무릎,No,2루베이스뒤,1루,1.01,오른쪽,발목,성공,성공,땅볼,터닝스로,
유격수,2023.6.7,삼성,1,강민호,우,2,3유간흙,외야,가슴,Yes,,,,,,실패,,포구실책,,
유격수,2023.6.7,삼성,8,김현준,좌,0,유격수정면,2루베이스앞,가슴,Yes,2루베이스앞,1루,0.57,정면,허리,성공,성공,병살타,,
유격수,2023.6.7,삼성,2,김태군,우,4,유격수정면,유격수정면,발목,No,유격수정면,1루,1.23,오른쪽,가슴,성공,성공,땅볼,,
유격수,2023.6.7,삼성,4,피렐라,우,2,유격수정면,유격수정면,발목,No,유격수정면,1루,1.47,정면,얼굴,성공,성공,땅볼,,
유격수,2023.6.7,삼성,6,오재일,좌,0,2루베이스뒤,2루베이스앞,가슴,No,2루베이스앞,1루,0.47,정면,무릎,성공,성공,땅볼,시프트,
유격수,2023.6.9,SSG,4,한유섬,좌,0,유격수정면,2루베이스앞,가슴,No,2루베이스앞,1루,0.63,정면,발목,성공,성공,병살타,,
유격수,2023.6.9,SSG,6,최주환,좌,4,2루수정면,2루베이스뒤,발목,No,2루베이스뒤,1루,0.79,정면,가슴,성공,성공,땅볼,숏바운드처리,시프트
유격수,2023.6.9,SSG,8,최정,우,2,3유간흙,3유간흙,발목,No,3유간흙,1루,1.85,정면,가슴,성공,성공,땅볼,,
유격수,2023.6.9,SSG,5,,,0,유격수정면,2루베이스앞,무릎,No,,,,,,성공,,도루허용,,
유격수,2023.6.10,SSG,1,최지훈,좌,0,유격수정면,3유간흙,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.6.10,SSG,8,조형우,우,0,유격수정면,2루베이스앞,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.6.10,SSG,8,박성한,좌,0,유격수정면,2루베이스앞,가슴,No,,,,,,성공,,땅볼,,
유격수,2023.6.10,SSG,9,강진성,우,2,유격수정면,유격수정면,허리,No,유격수정면,1루,1.04,정면,허리,성공,성공,땅볼,,
유격수,2023.6.11,SSG,3,김민식,좌,0,유격수정면,유격수정면,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.6.11,SSG,8,에레디아,우,2,유격수정면,유격수정면,얼굴,No,유격수정면,1루,1.15,정면,허리,성공,성공,땅볼,,
유격수,2023.6.11,SSG,5,,,0,유격수정면,2루베이스앞,얼굴,No,,,,,,성공,,도루허용,포수송구미스,
유격수,2023.6.11,SSG,6,,,0,유격수정면,2루베이스앞,발목,Yes,,,,,,성공,,도루허용,,
유격수,2023.6.13,두산,4,김대한,우,0,유격수정면,2루베이스앞,무릎,Yes,,,,,,실패,,포구실패,2루수송구미스,
유격수,2023.6.13,두산,4,양의지,우,4,유격수정면,3유간흙,발목,No,3유간흙,2루,0.78,정면,얼굴,성공,성공,병살타,,
유격수,2023.6.13,두산,2,허경민,우,0,유격수정면,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.6.13,두산,5,정수빈,좌,0,유격수정면,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.6.14,두산,7,정수빈,좌,1,유격수정면,2루베이스앞,얼굴,No,,,,,,성공,,주루사,외야수보살,
유격수,2023.6.14,두산,4,김재호,우,0,유격수정면,유격수정면,얼굴,No,,,,,,성공,,뜬공,,
유격수,2023.6.14,두산,1,강승호,우,5,유격수정면,유격수정면,발목,No,유격수정면,1루,1.17,정면,가슴,성공,성공,땅볼,숏바운드처리,
유격수,2023.6.14,두산,2,허경민,우,4,유격수정면,유격수정면,발목,No,유격수정면,1루,0.79,오른쪽,발목,성공,성공,땅볼,숏바운드처리,
유격수,2023.6.14,두산,2,박계범,우,4,유격수정면,유격수정면,발목,No,유격수정면,1루,1.26,왼쪽,머리위,성공,실패,땅볼,높은송구,
유격수,2023.6.14,두산,3,양석환,우,1,3유간흙,3유간흙,얼굴,No,3유간흙,3루,0.55,왼쪽,얼굴,성공,성공,땅볼,,
2루수,2023.6.15,두산,7,박계범,우,0,2루수정면,2루베이스앞,가슴,No,2루베이스앞,1루,0.55,정면,가슴,성공,성공,병살타,,
2루수,2023.6.15,두산,8,강승호,우,0,2루수정면,2루베이스앞,가슴,No,2루베이스앞,1루,0.56,왼쪽,머리위,성공,실패,병살타,높은송구,
2루수,2023.6.15,두산,9,박계범,우,2,2루수정면,2루베이스앞,가슴,Yes,2루베이스앞,1루,0.43,정면,가슴,성공,성공,병살타,,
2루수,2023.6.15,두산,7,조수행,좌,2,2루수정면,12간흙,얼굴,No,12간흙,2루,0.55,정면,가슴,성공,성공,땅볼,,
유격수,2023.6.15,두산,4,김재환,좌,3,유격수정면,3유간흙,발목,No,,,,,,실패,,내야안타,숏바운드처리미스,
유격수,2023.6.16,기아,2,최원준,좌,4,유격수정면,3유간흙,발목,No,,,,,,실패,,포구실책,숏바운드처리미스,
유격수,2023.6.16,기아,5,박찬호,우,0,유격수정면,2루베이스앞,가슴,No,2루베이스앞,1루,0.6,정면,얼굴,성공,성공,병살타,,
유격수,2023.6.16,기아,6,류지혁,좌,0,유격수정면,2루베이스앞,허리,No,2루베이스앞,1루,0.57,정면,가슴,성공,성공,병살타,,
유격수,2023.6.16,기아,3,최형우,좌,0,3유간흙,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.6.16,기아,1,이창진,우,6,3유간흙,유격수정면,발목,No,유격수정면,1루,0.98,정면,무릎,성공,성공,땅볼,,
유격수,2023.6.16,기아,2,,,1,유격수정면,2루베이스앞,무릎,Yes,,,,,,성공,,도루허용,,
유격수,2023.6.18,기아,10,최정용,좌,0,유격수정면,2루베이스앞,무릎,Yes,,,,,,성공,,땅볼,,
유격수,2023.6.18,기아,11,김호령,우,1,유격수정면,유격수정면,허리,Yes,유격수정면,1루,1.31,오른쪽,허리,성공,성공,땅볼,,
유격수,2023.6.20,LG,7,문성주,좌,2,유격수정면,2루베이스뒤,무릎,No,2루베이스앞,1루,1.41,정면,가슴,성공,성공,병살타,,
유격수,2023.6.20,LG,9,김민성,우,2,유격수정면,유격수정면,가슴,No,유격수정면,1루,1.29,정면,가슴,성공,성공,땅볼,,
유격수,2023.6.21,LG,4,문보경,좌,4,유격수정면,유격수정면,무릎,No,,,,,,실패,,포구실책,숏바운드처리미스,
유격수,2023.6.21,LG,2,신민재,좌,1,유격수정면,유격수정면,허리,No,유격수정면,2루,0.48,정면,얼굴,성공,성공,병살타,언더스로,
유격수,2023.6.21,LG,3,박동원,우,2,3유간흙,3유간흙,발목,No,3유간흙,1루,1.54,정면,허리,성공,성공,땅볼,시프트,
유격수,2023.6.21,LG,3,,,0,유격수정면,2루베이스앞,머리위,No,,,,,,성공,,도루허용,,
유격수,2023.6.21,LG,6,,,0,유격수정면,2루베이스앞,무릎,No,,,,,,성공,,도루허용,,
유격수,2023.6.21,LG,8,,,0,유격수정면,2루베이스앞,무릎,No,,,,,,성공,,도루허용,,
유격수,2023.6.21,LG,8,,,0,유격수정면,2루베이스앞,허리,No,,,,,,성공,,도루저지,,
유격수,2023.6.22,LG,10,허도환,우,3,유격수정면,3유간흙,발목,No,3유간흙,2루,0.46,정면,얼굴,성공,성공,병살타,언더스로,
유격수,2023.6.22,LG,11,,,0,유격수정면,2루베이스앞,얼굴,No,3유간잔디,3루,1.19,정면,가슴,성공,성공,런다운아웃,,
유격수,2023.6.22,LG,9,오지환,좌,1,유격수정면,유격수정면,무릎,No,유격수정면,2루,0.89,왼쪽,발목,성공,실패,땅볼,송구미스,포구후그립실패
유격수,2023.6.22,LG,11,신민재,좌,3,유격수정면,3유간흙,발목,No,3유간흙,2루,0.45,오른쪽,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.6.22,LG,9,,,0,유격수정면,2루베이스앞,머리위,No,,,,,,성공,,도루허용,포수송구미스,
유격수,2023.6.23,한화,3,김인환,좌,1,유격수정면,외야,허리,No,외야,홈,0.56,오른쪽,가슴,성공,실패,송구실책,먼송구,
유격수,2023.6.23,한화,2,채은성,우,2,유격수정면,유격수정면,발목,No,유격수정면,1루,1.31,정면,무릎,성공,성공,땅볼,,
유격수,2023.6.23,한화,2,최재훈,우,0,유격수정면,2루베이스앞,가슴,No,,,,,,성공,,땅볼,,
유격수,2023.6.23,한화,3,노시환,우,4,유격수정면,유격수정면,발목,No,유격수정면,1루,1.6,정면,얼굴,성공,성공,땅볼,,
유격수,2023.6.23,한화,5,노시환,우,1,유격수정면,3유간흙,얼굴,No,3유간흙,2루,0.51,정면,가슴,성공,성공,땅볼,,
유격수,2023.6.24,한화,1,채은성,우,2,유격수정면,3루베이스뒤,가슴,Yes,3루베이스뒤,3루,0.64,왼쪽,허리,성공,실패,송구실책,먼송구,급한판단
유격수,2023.6.27,두산,1,허경민,우,3,유격수정면,유격수정면,발목,No,유격수정면,1루,1.19,정면,무릎,성공,성공,땅볼,숏바운드처리,
유격수,2023.6.27,두산,3,허경민,우,4,유격수정면,외야,발목,Yes,,,,,,실패,,내야안타,포구실패,다이빙캐치
유격수,2023.6.28,두산,5,로하스,좌,0,유격수정면,3유간잔디,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.6.28,두산,3,김대한,우,6,유격수정면,유격수정면,발목,No,유격수정면,1루,0.63,왼쪽,무릎,성공,성공,땅볼,숏바운드처리,
유격수,2023.6.28,두산,5,강승호,우,0,유격수정면,2루베이스앞,얼굴,No,,,,,,성공,,땅볼,,
유격수,2023.6.28,두산,7,박계범,우,3,유격수정면,유격수정면,발목,No,유격수정면,1루,1.44,정면,발목,성공,성공,땅볼,숏바운드처리,
유격수,2023.6.28,두산,9,양의지,우,4,유격수정면,3유간흙,발목,No,3유간흙,1루,1.62,정면,가슴,성공,성공,땅볼,숏바운드처리,
유격수,2023.6.30,KT,1,알포드,우,2,유격수정면,2루베이스뒤,가슴,No,2루베이스뒤,2루,0.42,정면,허리,성공,성공,병살타,백토스,
유격수,2023.6.30,KT,8,황재균,우,3,유격수정면,2루베이스뒤,허리,No,2루베이스앞,1루,0.93,정면,허리,성공,성공,땅볼,,
유격수,2023.6.30,KT,8,강현우,우,3,유격수정면,유격수정면,발목,No,유격수정면,1루,1.31,정면,무릎,성공,성공,땅볼,,
유격수,2023.7.1,KT,2,강현우,우,0,유격수정면,2루베이스앞,얼굴,No,,,,,,성공,,병살타,,
유격수,2023.7.1,KT,6,강현우,우,2,유격수정면,유격수정면,무릎,No,유격수정면,2루,0.5,정면,얼굴,성공,성공,병살타,언더토스,
유격수,2023.7.1,KT,3,황재균,우,4,유격수정면,유격수정면,발목,No,유격수정면,1루,1.28,정면,허리,성공,성공,땅볼,숏바운드처리,
유격수,2023.7.1,KT,4,강현우,우,4,유격수정면,유격수정면,발목,No,유격수정면,1루,1.11,오른쪽,무릎,성공,성공,땅볼,,
유격수,2023.7.1,KT,7,박병호,우,3,3유간흙,유격수정면,발목,No,유격수정면,1루,1.27,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.7.1,KT,8,강현우,우,2,유격수정면,3유간흙,무릎,No,3유간흙,1루,1.21,정면,얼굴,성공,성공,땅볼,,
유격수,2023.7.1,KT,8,문상철,우,0,유격수정면,2루베이스앞,가슴,No,,,,,,성공,,땅볼,,
유격수,2023.7.1,KT,6,황재균,우,2,유격수정면,3유간흙,무릎,Yes,,,,,,성공,,내야안타,타구외야행저지,
유격수,2023.7.2,KT,8,조용호,좌,0,유격수정면,2루베이스앞,발목,No,,,,,,실패,,포구실패,투수송구미스,
유격수,2023.7.2,KT,1,김민혁,좌,2,유격수정면,유격수정면,발목,No,유격수정면,1루,1.14,정면,가슴,성공,성공,땅볼,언더스로,
유격수,2023.7.2,KT,3,김민혁,좌,0,유격수정면,2루베이스앞,가슴,No,2루베이스앞,1루,0.57,정면,가슴,성공,성공,땅볼,,
유격수,2023.7.2,KT,5,김민혁,좌,4,유격수정면,유격수정면,발목,No,유격수정면,2루,0.4,정면,가슴,성공,성공,땅볼,,
유격수,2023.7.2,KT,6,김상수,우,0,유격수정면,2루베이스앞,얼굴,No,,,,,,성공,,땅볼,,
유격수,2023.7.2,KT,8,황재균,우,2,유격수정면,유격수정면,발목,No,유격수정면,1루,1.24,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.7.4,키움,8,이형종,우,0,유격수정면,외야,머리위,Yes,,,,,,성공,,뜬공,,
유격수,2023.7.4,키움,8,송성문,좌,0,3유간흙,외야,머리위,No,,,,,,성공,,뜬공,,
